6.500000000000000000e+01,4.850000000000000000e+02
6.400000000000000000e+01,4.860000000000000000e+02
6.300000000000000000e+01,4.860000000000000000e+02
5.900000000000000000e+01,4.900000000000000000e+02
5.900000000000000000e+01,4.910000000000000000e+02
5.800000000000000000e+01,4.920000000000000000e+02
5.800000000000000000e+01,5.090000000000000000e+02
5.700000000000000000e+01,5.100000000000000000e+02
5.700000000000000000e+01,5.240000000000000000e+02
5.800000000000000000e+01,5.250000000000000000e+02
5.800000000000000000e+01,5.290000000000000000e+02
6.000000000000000000e+01,5.310000000000000000e+02
7.100000000000000000e+01,5.310000000000000000e+02
7.300000000000000000e+01,5.290000000000000000e+02
7.300000000000000000e+01,5.090000000000000000e+02
7.200000000000000000e+01,5.080000000000000000e+02
7.200000000000000000e+01,5.010000000000000000e+02
7.300000000000000000e+01,5.000000000000000000e+02
7.300000000000000000e+01,4.930000000000000000e+02
7.200000000000000000e+01,4.920000000000000000e+02
7.200000000000000000e+01,4.880000000000000000e+02
7.100000000000000000e+01,4.870000000000000000e+02
7.100000000000000000e+01,4.860000000000000000e+02
7.000000000000000000e+01,4.850000000000000000e+02
