1.138000000000000000e+03,2.290000000000000000e+02
1.136000000000000000e+03,2.310000000000000000e+02
1.136000000000000000e+03,2.550000000000000000e+02
1.137000000000000000e+03,2.560000000000000000e+02
1.137000000000000000e+03,2.830000000000000000e+02
1.138000000000000000e+03,2.840000000000000000e+02
1.138000000000000000e+03,2.850000000000000000e+02
1.140000000000000000e+03,2.870000000000000000e+02
1.148000000000000000e+03,2.870000000000000000e+02
1.151000000000000000e+03,2.840000000000000000e+02
1.151000000000000000e+03,2.810000000000000000e+02
1.152000000000000000e+03,2.800000000000000000e+02
1.152000000000000000e+03,2.750000000000000000e+02
1.153000000000000000e+03,2.740000000000000000e+02
1.153000000000000000e+03,2.300000000000000000e+02
1.152000000000000000e+03,2.290000000000000000e+02
